PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"RADCLIFFE, DE; CLARK, RL; SUMNER, ME",,,,"RADCLIFFE, DE; CLARK, RL; SUMNER, ME",,,EFFECT OF GYPSUM AND DEEP-ROOTING PERENNIALS ON SUBSOIL MECHANICAL IMPEDANCE,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,"UNIV GEORGIA,DEPT AGRON,ATHENS,GA 30602",,,,,,,,19,27,31,0,3,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,NOV-DEC,1986,50,6,,,,,1566,1570,,10.2136/sssaj1986.03615995005000060036x,,,5,Soil Science,Agriculture,F2442,WOS:A1986F244200036,,,,,10/31/19
J,"BERLINER, R; JACOBY, B; ZAMSKI, E",,,,"BERLINER, R; JACOBY, B; ZAMSKI, E",,,ABSENCE OF CISTUS-INCANUS FROM BASALTIC SOILS IN ISRAEL - EFFECT OF MYCORRHIZAE,ECOLOGY,,,English,Article,,,,,,,,,,"BERLINER, R (reprint author), HEBREW UNIV JERUSALEM, DEPT AGR BOT, IL-76100 REHOVOT, ISRAEL.",,,,,,,30,15,15,0,2,ECOLOGICAL SOC AMER,WASHINGTON,"1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA",Dec-58,,,ECOLOGY,Ecology,OCT,1986,67,5,,,,,1283,1288,,10.2307/1938684,,,6,Ecology,Environmental Sciences & Ecology,E1979,WOS:A1986E197900017,,,,,10/31/19
J,"ROSKOSKI, JP; PEPPER, I; PARDO, E",,,,"ROSKOSKI, JP; PEPPER, I; PARDO, E",,,INOCULATION OF LEGUMINOUS TREES WITH RHIZOBIA AND VA MYCORRHIZAL FUNGI,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,,,,"INST NACL INVEST RECURSOS BIOT,VERACRUZ,MEXICO; UNIV ARIZONA,DEPT SOILS WATER & ENGN,TUCSON,AZ 85721","ROSKOSKI, JP (reprint author), UNIV HAWAII,NIFTAL PROJECT,POB 0,MAUI,HI 96779, USA.",,,,,,,55,16,16,0,4,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,OCT,1986,16,4-Jan,,,SI,,57,68,,10.1016/0378-1127(86)90008-3,,,12,Forestry,Forestry,F1989,WOS:A1986F198900007,,,,,10/31/19
J,"MUKERJI, KG; KAPOOR, A",,,,"MUKERJI, KG; KAPOOR, A",,,OCCURRENCE AND IMPORTANCE OF VESICULAR ARBUSCULAR MYCORRHIZAL FUNGI IN SEMIARID REGIONS OF INDIA,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,,,,,"MUKERJI, KG (reprint author), UNIV DELHI,DEPT BOT,MYCOL LAB,DELHI 110007,INDIA.",,,,,,,40,9,11,0,2,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,OCT,1986,16,4-Jan,,,SI,,117,126,,10.1016/0378-1127(86)90013-7,,,10,Forestry,Forestry,F1989,WOS:A1986F198900012,,,,,10/31/19
J,"SCHMIDT, SK; SCOW, KM",,,,"SCHMIDT, SK; SCOW, KM",,,MYCORRHIZAL FUNGI ON THE GALAPAGOS-ISLANDS,BIOTROPICA,,,English,Article,,,,,,,,,"CORNELL UNIV,DEPT AGRON,SOIL MICROBIOL LAB,ITHACA,NY 14853",,,"Schmidt, Steven/G-2771-2010","Schmidt, Steven/0000-0002-9175-2085",,,,29,28,30,0,10,ASSN TROP BIOL,ST LOUIS,"MISSOURI BOTANICAL GARDEN 2345 TOWER GROVE AVE, ST LOUIS, MO 63110",6-Jun,,,BIOTROPICA,Biotropica,SEP,1986,18,3,,,,,236,240,,10.2307/2388491,,,5,Ecology,Environmental Sciences & Ecology,F8754,WOS:A1986F875400010,,,,,10/31/19
J,"ULRICH, B; PIROUZPANAH, D",,,,"ULRICH, B; PIROUZPANAH, D",,,INVESTIGATIONS ON THE DEVELOPMENT OF FINE ROOTS IN THE HOGLWALD EXPERIMENT,FORSTWISSENSCHAFTLICHES CENTRALBLATT,,,German,Article,,,,,,,,,,"ULRICH, B (reprint author), INST BODENKUNDE & WALDERNAHRUNG,BUSGENWEG 2,D-3400 GOTTINGEN,FED REP GER.",,,,,,,0,5,5,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0015-8003,,,FORSTWISS CENTRALBL,Forstwiss. Cent.bl.,SEP,1986,105,4,,,,,318,321,,10.1007/BF02741735,,,4,Forestry,Forestry,E1265,WOS:A1986E126500022,,,,,10/31/19
J,"BLASCHKE, H",,,,"BLASCHKE, H",,,EFFECT OF ARTIFICIAL ACID-RAIN ON THE DEVELOPMENT OF FINE-ROOTS AND MYCORRHIZAE OF NORWAY SPRUCE,FORSTWISSENSCHAFTLICHES CENTRALBLATT,,,German,Article,,,,,,,,,,"BLASCHKE, H (reprint author), UNIV MUNICH,LEHRSTUHL FORSTBOT,AMALIENSTR 52,D-8000 MUNICH 40,FED REP GER.",,,,,,,0,16,17,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0015-8003,,,FORSTWISS CENTRALBL,Forstwiss. Cent.bl.,SEP,1986,105,4,,,,,324,329,,10.1007/BF02741737,,,6,Forestry,Forestry,E1265,WOS:A1986E126500024,,,,,10/31/19
J,"HUNT, R; NICHOLLS, AO",,,,"HUNT, R; NICHOLLS, AO",,,STRESS AND THE COARSE CONTROL OF GROWTH AND ROOT-SHOOT PARTITIONING IN HERBACEOUS PLANTS,OIKOS,,,English,Article,,,,,,,,,"CSIRO,DIV WATER & LAND RESOURCES,CANBERRA,ACT 1601,AUSTRALIA","HUNT, R (reprint author), UNIV SHEFFIELD,DEPT BOT,NERC,COMPARAT PLANT ECOL UNIT,SHEFFIELD S10 2TN,S YORKSHIRE,ENGLAND.",,,,,,,32,93,100,0,9,MUNKSGAARD INT PUBL LTD,COPENHAGEN,"35 NORRE SOGADE, PO BOX 2148, DK-1016 COPENHAGEN, DENMARK",0030-1299,,,OIKOS,Oikos,SEP,1986,47,2,,,,,149,158,,10.2307/3566039,,,10,Ecology,Environmental Sciences & Ecology,E4244,WOS:A1986E424400003,,,,,10/31/19
J,"CURRAH, RS; VANDYK, M",,,,"CURRAH, RS; VANDYK, M",,,A SURVEY OF SOME PERENNIAL VASCULAR PLANT-SPECIES NATIVE TO ALBERTA FOR OCCURRENCE OF MYCORRHIZAL FUNGI,CANADIAN FIELD-NATURALIST,,,English,Article,,,,,,,,,,"CURRAH, RS (reprint author), UNIV ALBERTA,DEVONIAN BOT GARDEN,EDMONTON T6G 2E1,ALBERTA,CANADA.",,,,,,,0,45,46,0,5,OTTAWA FIELD-NATURALISTS CLUB,OTTAWA,"PO BOX 35069, WESTGATE PO, OTTAWA ON K1Z 1A2, CANADA",Aug-50,,,CAN FIELD NAT,Can. Field-Nat.,JUL-SEP,1986,100,3,,,,,330,342,,,,,13,Biodiversity Conservation; Ecology,Biodiversity & Conservation; Environmental Sciences & Ecology,F5971,WOS:A1986F597100004,,,,,10/31/19
J,"GHOLZ, HL; HENDRY, LC; CROPPER, WP",,,,"GHOLZ, HL; HENDRY, LC; CROPPER, WP",,,ORGANIC-MATTER DYNAMICS OF FINE ROOTS IN PLANTATIONS OF SLASH PINE (PINUS-ELLIOTTII) IN NORTH FLORIDA,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,,"GHOLZ, HL (reprint author), UNIV FLORIDA,SCH FOREST RESOURCES & CONSERVAT,GAINESVILLE,FL 32611, USA.",,"Cropper, Jr., Wendell/E-5952-2010","Cropper, Jr., Wendell/0000-0001-7851-7382",,,,44,105,113,0,9,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,JUN,1986,16,3,,,,,529,538,,10.1139/x86-093,,,10,Forestry,Forestry,C9331,WOS:A1986C933100015,,,,,10/31/19
J,"Singh, KP; Srivastava, SK",,,,"Singh, K. P.; Srivastava, S. K.",,,Seasonal variation in the biomass and non-structural carbohydrate content of fine roots of teak (Tectona grandis L. f.) plantations in a dry tropical region,TREE PHYSIOLOGY,,,English,Article,,,,,,,,"Seasonal variation in the biomass and total non-structural carbohydrate content (TNC) of fine roots of teak (Tectona grandis L. f.) were studied in 19- and 29-year-old plantations in a dry tropical region. Fine root TNC content was highest during the dry summer (May), and lowest in the early part of the rainy season (July). Generally, seasonal trends in TNC content were the opposite of those in fine root biomass. The TNC concentration of roots increased with diameter and decreased with soil depth. In the 19-year-old plantation, fine root TNC content was approximately 12% higher than in the 29-year-old plantation.","[Singh, K. P.; Srivastava, S. K.] Banaras Hindu Univ, Ctr Adv Study Bot, Ecol Res Lab, Varanasi 221005, Uttar Pradesh, India","Singh, KP (reprint author), Banaras Hindu Univ, Ctr Adv Study Bot, Ecol Res Lab, Varanasi 221005, Uttar Pradesh, India.",,"Singh, K/B-3678-2013",,,,,15,11,11,0,8,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0829-318X,,,TREE PHYSIOL,Tree Physiol.,JUN,1986,1,1,,,,,31,36,,10.1093/treephys/1.1.31,,,6,Forestry,Forestry,V04FD,WOS:000207043400004,14975904,,,,10/31/19
J,"SCHONHAR, S",,,,"SCHONHAR, S",,,INFECTION TESTS ON SPRUCE (PICEA-ABIES KARST) AND PINE (PINUS-SYLVESTRIS L) SEEDLINGS WITH FUNGI ISOLATED FROM DECAYED FINE ROOTS OF SPRUCE,ALLGEMEINE FORST UND JAGDZEITUNG,,,German,Article,,,,,,,,,,"SCHONHAR, S (reprint author), FORSTLICHEN VERSUCHS & FORSCH SANSTALT BADEN WURTTEMBERG,FREIBURG,FED REP GER.",,,,,,,0,3,3,0,0,SAUERLANDERS VERLAG,FRANKFURT,"FINKENHOFSTRASSE 21, W-6000 FRANKFURT, GERMANY",Feb-52,,,ALLG FORST JAGDZTG,Allg. Forst Jagdztg.,MAY,1986,157,5,,,,,97,98,,,,,2,Forestry,Forestry,C5586,WOS:A1986C558600003,,,,,10/31/19
J,"FUHRMANN, J; DAVEY, CB; WOLLUM, AG",,,,"FUHRMANN, J; DAVEY, CB; WOLLUM, AG",,,DESICCATION TOLERANCE OF CLOVER RHIZOBIA IN STERILE SOILS,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,,,"N CAROLINA STATE UNIV,DEPT SOIL SCI,RALEIGH,NC 27695","FUHRMANN, J (reprint author), N CAROLINA STATE UNIV,DEPT FORESTRY,RALEIGH,NC 27695, USA.",,,,,,,21,27,30,0,0,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,MAY-JUN,1986,50,3,,,,,639,644,,10.2136/sssaj1986.03615995005000030019x,,,6,Soil Science,Agriculture,C8097,WOS:A1986C809700019,,,,,10/31/19
J,"NISBET, TR; MULLINS, CE",,,,"NISBET, TR; MULLINS, CE",,,A COMPARISON OF LIVE AND DEAD FINE ROOT WEIGHTS IN STANDS OF SITKA SPRUCE IN CONTRASTING SOIL-WATER REGIMES,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Note,,,,,,,,,,"NISBET, TR (reprint author), UNIV ABERDEEN,DEPT SOIL SCI,ABERDEEN AB9 2UE,SCOTLAND.",,,,,,,18,10,11,0,5,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,APR,1986,16,2,,,,,394,397,,10.1139/x86-068,,,4,Forestry,Forestry,C1805,WOS:A1986C180500037,,,,,10/31/19
J,"HOMMO, LM; SARKILAHTI, EM",,,,"HOMMO, LM; SARKILAHTI, EM",,,A METHOD OF COUNTING CHROMOSOMES OF HARDWOOD TREES USING ROOT-TIPS AND YOUNG LEAVES,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Note,,,,,,,,,,"HOMMO, LM (reprint author), UNIV TURKU,DEPT BIOL,SF-20500 TURKU 50,FINLAND.",,,,,,,10,5,5,0,0,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,APR,1986,16,2,,,,,401,403,,10.1139/x86-070,,,3,Forestry,Forestry,C1805,WOS:A1986C180500039,,,,,10/31/19
J,"CROWELL, H; BOERNER, REJ",,,,"CROWELL, H; BOERNER, REJ",,,EFFECTS OF MYCORRHIZAE AND BELOWGROUND COMPETITION ON GROWTH OF RAGWEED(AMBROSIA-ARTEMISIIFOLIA),OHIO JOURNAL OF SCIENCE,,,English,Meeting Abstract,,,,,,,,,"OHIO STATE UNIV,DEPT BOT,COLUMBUS,OH 43210",,,,,,,,0,0,0,0,1,OHIO ACAD SCIENCE,COLUMBUS,"1500 W 3RD AVE SUITE 223, COLUMBUS, OH 43212-2817",0030-0950,,,OHIO J SCI,Ohio J. Sci.,APR,1986,86,2,,,,,4,4,,,,,1,Ecology; Zoology,Environmental Sciences & Ecology; Zoology,G9264,WOS:A1986G926400023,,,,,10/31/19
J,"SASAKAWA, H; TRUNG, BC; YOSHIDA, S",,,,"SASAKAWA, H; TRUNG, BC; YOSHIDA, S",,,STEM NODULATION ON AESCHYNOMENE-INDICA PLANTS BY ISOLATED RHIZOBIA,SOIL SCIENCE AND PLANT NUTRITION,,,English,Note,,,,,,,,,,"SASAKAWA, H (reprint author), NAGOYA UNIV, FAC AGR, NAGOYA, AICHI 464, JAPAN.",,,,,,,9,8,10,0,0,TAYLOR & FRANCIS LTD,ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0038-0768,,,SOIL SCI PLANT NUTR,Soil Sci. Plant Nutr.,MAR,1986,32,1,,,,,145,149,,10.1080/00380768.1986.10557489,,,5,Plant Sciences; Environmental Sciences; Soil Science,Plant Sciences; Environmental Sciences & Ecology; Agriculture,A6770,WOS:A1986A677000014,,Bronze,,,10/31/19
J,"BACKHAUS, GF; HAGGBLOM, P; NILSSON, LO",,,,"BACKHAUS, GF; HAGGBLOM, P; NILSSON, LO",,,THE INFLUENCE OF VESICULAR-ARBUSCULAR MYCORRHIZAE ON BIOMASS PRODUCTION IN WILLOW,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,"SWEDISH UNIV AGR SCI,SWEDISH ENERGY FOREST PROJECT,S-75007 UPPSALA,SWEDEN; INST PHYSIOL BOT,S-75121 UPPSALA,SWEDEN","BACKHAUS, GF (reprint author), SWEDISH UNIV AGR SCI,DEPT FOREST MYCOL & PATHOL,BOX 7026,S-75007 UPPSALA,SWEDEN.",,,,,,,47,5,5,0,0,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,FEB,1986,16,1,,,,,103,108,,10.1139/x86-017,,,6,Forestry,Forestry,A2992,WOS:A1986A299200017,,,,,10/31/19
J,"DENSLOW, S; HOOK, DD",,,,"DENSLOW, S; HOOK, DD",,,EXTRACTION OF ALCOHOL-DEHYDROGENASE FROM FRESH ROOT-TIPS OF LOBLOLLY-PINE,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Note,,,,,,,,,,"DENSLOW, S (reprint author), CLEMSON UNIV,DEPT FORESTRY,CLEMSON,SC 29634, USA.",,,,,,,15,2,3,0,0,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,FEB,1986,16,1,,,,,146,148,,10.1139/x86-026,,,3,Forestry,Forestry,A2992,WOS:A1986A299200026,,,,,10/31/19
J,"GARBAYE, J; MENEZ, J; WILHELM, ME",,,,"GARBAYE, J; MENEZ, J; WILHELM, ME",,,MYCORRHIZAE OF YOUNG OAKS IN NURSERIES AND NATURAL REGENERATIONS IN NORTHEASTERN FRANCE,ACTA OECOLOGICA-OECOLOGIA PLANTARUM,,,French,Article,,,,,,,,,,"GARBAYE, J (reprint author), CTR NATL RECH FORESTIERES,F-54280 SEICHAMPS,FRANCE.",,,,,,,14,10,10,0,4,GAUTHIER-VILLARS,PARIS,"S P E S-JOURNAL DEPT, 120 BD ST GERMAIN, F-75006 PARIS, FRANCE",0243-7651,,,ACTA OECOL-OEC PLANT,,,1986,7,1,,,,,87,96,,,,,10,Plant Sciences; Ecology,Plant Sciences; Environmental Sciences & Ecology,A2858,WOS:A1986A285800008,,,,,10/31/19
J,"CHAKRAVARTY, P; MISHRA, RR",,,,"CHAKRAVARTY, P; MISHRA, RR",,,THE INFLUENCE OF VA MYCORRHIZAE ON THE WILTING OF ALBIZIA-PROCERA AND DALBERGIA-SISSOO,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,English,Article,,,,,,,,,"NE HILL UNIV,SCH LIFE SCI,DEPT BOT,SHILLONG 793014,INDIA",,,,,,,,31,6,6,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,,1986,16,2,,,,,91,97,,,,,7,Forestry,Forestry,C3080,WOS:A1986C308000004,,,,,10/31/19
J,"KOTTKE, I; RAPP, C; OBERWINKLER, F",,,,"KOTTKE, I; RAPP, C; OBERWINKLER, F",,,ON THE ANATOMICAL FEATURES OF WELL FUNCTIONING AND DAMAGED ROOTLETS OF SPRUCE - MERISTEM AND DIFFERENTIATION OF ROOT APICES AND MYCORRHIZAE,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,German,Article,,,,,,,,,,"KOTTKE, I (reprint author), UNIV TUBINGEN,INST BIOL 1,LEHRSTUHL SPEZIELLE BOT,MORGENSTELLE 1,D-7400 TUBINGEN 1,FED REP GER.",,,,,,,29,12,13,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,,1986,16,3,,,,,159,171,,,,,13,Forestry,Forestry,D0973,WOS:A1986D097300004,,,,,10/31/19
J,"CHULAN, A; RAGU, P",,,,"CHULAN, A; RAGU, P",,,GROWTH-RESPONSE OF THEOBROMA-CACAO L SEEDLINGS TO INOCULATION WITH VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI,PLANT AND SOIL,,,English,Article,,,,,,,,,,"CHULAN, A (reprint author), UNIV AGR MALAYSIA,DEPT SOIL SCI,SERDANG,MALAYSIA.",,,,,,,16,8,9,1,7,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,96,2,,,,,279,285,,10.1007/BF02374771,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,E8573,WOS:A1986E857300012,,,,,10/31/19
J,"YOUNG, CC; JUANG, TC; GUO, HY",,,,"YOUNG, CC; JUANG, TC; GUO, HY",,,THE EFFECT OF INOCULATION WITH VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI ON SOYBEAN YIELD AND MINERAL PHOSPHORUS UTILIZATION IN SUBTROPICAL-TROPICAL SOILS,PLANT AND SOIL,,,English,Article,,,,,,,,,"TAIWAN AGR RES INST,DEPT AGR CHEM,TAICHUNG 41301,TAIWAN","YOUNG, CC (reprint author), NATL CHUNG HSING UNIV,DEPT SOIL SCI,TAICHUNG 40227,TAIWAN.",,,,,,,30,19,21,0,9,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,95,2,,,,,245,253,,10.1007/BF02375076,,,9,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,E2678,WOS:A1986E267800009,,,,,10/31/19
J,"AGGARWAL, TC; NARULA, N; GUPTA, KG",,,,"AGGARWAL, TC; NARULA, N; GUPTA, KG",,,"EFFECT OF SOME CARBAMATE PESTICIDES ON NODULATION, PLANT-YIELD AND NITROGEN-FIXATION BY PISUM-SATIVUM AND VIGNA-SINENSIS IN THE PRESENCE OF THEIR RESPECTIVE RHIZOBIA",PLANT AND SOIL,,,English,Article,,,,,,,,,,"AGGARWAL, TC (reprint author), PUNJAB UNIV,DEPT MICROBIOL,CHANDIGARH,INDIA.",,,,,,,15,12,14,0,1,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,94,1,,,,,125,132,,10.1007/BF02380594,,,8,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,C8004,WOS:A1986C800400009,,,,,10/31/19
J,"MCGRAW, AC; HENDRIX, JW",,,,"MCGRAW, AC; HENDRIX, JW",,,INFLUENCE OF SOIL FUMIGATION AND SOURCE OF STRAWBERRY PLANTS ON POPULATION-DENSITIES OF SPORES AND INFECTIVE PROPAGULES OF ENDOGONACEOUS MYCORRHIZAL FUNGI,PLANT AND SOIL,,,English,Article,,,,,,,,,"UNIV KENTUCKY,DEPT PLANT PATHOL,LEXINGTON,KY 40546",,,,,,,,33,22,22,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,94,3,,,,,425,434,,10.1007/BF02374335,,,10,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,C9885,WOS:A1986C988500012,,,,,10/31/19
J,"LIPSANEN, P; LINDSTROM, K",,,,"LIPSANEN, P; LINDSTROM, K",,,ADAPTATION OF RED-CLOVER RHIZOBIA TO LOW-TEMPERATURES,PLANT AND SOIL,,,English,Article,,,,,,,,,,"LIPSANEN, P (reprint author), UNIV HELSINKI,DEPT MICROBIOL,SF-00710 HELSINKI,FINLAND.",,,"Lindstrom, Kristina/0000-0001-9499-1797",,,,16,15,16,0,1,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,92,1,,,,,55,62,,10.1007/BF02372266,,,8,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,A5584,WOS:A1986A558400007,,,,,10/31/19
J,"DARCYLAMETA, A",,,,"DARCYLAMETA, A",,,"STUDY OF SOYBEAN AND LENTIL ROOT EXUDATES .2. IDENTIFICATION OF SOME POLYPHENOLIC COMPOUNDS, RELATION WITH PLANTLET PHYSIOLOGY",PLANT AND SOIL,,,English,Article,,,,,,,,,,"DARCYLAMETA, A (reprint author), UNIV PARIS 06,PATHOL VEGETALE LAB,TOUR 53-4 PL JUSSIEU,F-75252 PARIS 05,FRANCE.",,,,,,,23,52,53,1,11,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,92,1,,,,,113,123,,10.1007/BF02372272,,,11,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,A5584,WOS:A1986A558400013,,,,,10/31/19
J,"HUSSDANELL, K",,,,"HUSSDANELL, K",,,"NITROGEN IN SHOOT LITTER, ROOT LITTER AND ROOT EXUDATES FROM NITROGEN-FIXING ALNUS-INCANA",PLANT AND SOIL,,,English,Article,,,,,,,,,,"HUSSDANELL, K (reprint author), UMEA UNIV,DEPT PLANT PHYSIOL,S-90187 UMEA,SWEDEN.",,,,,,,17,3,3,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,91,1,,,,,43,49,,10.1007/BF02181817,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,A2457,WOS:A1986A245700004,,,,,10/31/19
J,"MARSHALL, JD",,,,"MARSHALL, JD",,,DROUGHT AND SHADE INTERACT TO CAUSE FINE-ROOT MORTALITY IN DOUGLAS-FIR SEEDLINGS,PLANT AND SOIL,,,English,Article,,,,,,,,,,"MARSHALL, JD (reprint author), OREGON STATE UNIV,DEPT FOREST SCI,CORVALLIS,OR 97331, USA.",,,,,,,36,52,53,0,21,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1986,91,1,,,,,51,60,,10.1007/BF02181818,,,10,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,A2457,WOS:A1986A245700005,,,,,10/31/19
